,product_id,product_category_name,sum,sum_cum,cumulative_percentage,absolute porcentage
0,bb50f2e236e5eea0100680137654686c,beleza_saude,20545.5,20545.5,0.004819747594410559,0.4819747594410559
1,d6160fb7873f184099d9bc95e30376af,pcs,17084.648999999994,37630.14899999999,0.008827617732353112,0.40078701379425535
2,6cdd53843498f92890544667809f1595,beleza_saude,16733.969999999987,54364.11899999998,0.012753222446399419,0.39256047140463074
3,d1c427060a0f73f6b889a5c7c61f2ac4,informatica_acessorios,14742.420000000015,69106.53899999999,0.016211631505842615,0.34584090594431965
4,99a4788cb24856965c36a24e339b6058,cama_mesa_banho,13892.6879999999,82999.2269999999,0.01947070281429926,0.3259071308456643
5,25c38557cf793876c5abdd5931f922db,bebes,13448.79600000001,96448.0229999999,0.022625641957601608,0.3154939143302349
6,3dd2a17168ec895c781a9191c1e95ad7,informatica_acessorios,12504.659999999953,108952.68299999984,0.025559097213201213,0.29334552555996063
7,aca2eb7d00ea1a7b8ebd4e68314663af,moveis_decoracao,11474.459999999941,120427.14299999978,0.02825087891635567,0.2691781703154457
8,53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,11447.46299999999,131874.60599999977,0.03093632742120363,0.26854485048479637
9,5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,11320.170000000006,143194.77599999978,0.0335919143928431,0.26555869716394637
10,f819f0c84a64f02d3a5606ca95edd272,relogios_presentes,10790.843999999997,153985.61999999976,0.0361233273256342,0.2531412932791103
11,e0d64dcfaa3b6db5c54ca298ae101d05,relogios_presentes,9900.398999999976,163886.01899999974,0.038445851686878973,0.23225243612447782
12,588531f8ec37e7d5ff5b7b22ea0488f8,pcs,9780.897000000003,173666.91599999974,0.04074034219754688,0.22944905106679062
13,d285360f29ac7fd97640bf0baef03de0,relogios_presentes,9668.304000000011,183335.21999999974,0.0430084196328018,0.2268077435254924
14,f1c7f353075ce59d8a6f3cf58f419c9c,cama_mesa_banho,9517.487999999998,192852.70799999975,0.045241117298608496,0.22326976658066902
15,7a10781637204d8d10485c71a6108a2e,relogios_presentes,9331.890000000003,202184.59799999977,0.04743027572156262,0.2189158422954125
16,422879e10f46682990de24d770e7f83d,ferramentas_jardim,8308.446000000013,210493.0439999998,0.04937934547512375,0.1949069753561125
17,16c4e87b98a9370a9cbc3a4658a3f45b,instrumentos_musicais,7510.200000000001,218003.2439999998,0.05114115552518543,0.1761810050061677
18,a5215a7a9f46c4185b12f38e9ddf2abc,pcs,7283.97,225287.2139999998,0.05284989451354097,0.1708738988355537
19,a62e25e09e05e6faf31d90c6ec1aa3d1,relogios_presentes,7278.29999999999,232565.5139999998,0.054557303382461085,0.170740886892012
20,2b4609f8948be18874494203496bc318,beleza_saude,6965.148000000023,239530.6619999998,0.0561912502476001,0.16339468651390146
21,bc4cd4da98dd128c39bf0b8c2674032f,pcs,6809.877,246340.53899999982,0.05778877224944877,0.15975220018486674
22,389d119b48cf3043d311335e499d9c6b,ferramentas_jardim,6654.357000000008,252994.89599999983,0.05934981097535465,0.15610387259058725
23,fd0065af7f09af4b82a0ca8f3eed1852,automotivo,6599.967000000001,259594.86299999984,0.060898090407417095,0.15482794320624504
24,52c80cedd4e90108bf4fa6a206ef6b03,ferramentas_jardim,6501.458999999994,266096.3219999998,0.06242326094964818,0.15251705422310896
25,368c6c730842d78016ad823897a372db,ferramentas_jardim,6428.220000000004,272524.54199999984,0.06393125043062173,0.150798948097354
26,53759a2ecddad2bb87a079a1f1519f73,ferramentas_jardim,6384.8700000000035,278909.41199999984,0.06542907047993297,0.1497820049311244
27,461f43be3bdf8844e65b62d9ac2c7a5a,relogios_presentes,6257.16599999999,285166.5779999998,0.0668969325799708,0.14678621000378425
28,1dec4c88c685d5a07bf01dcb0f8bf9f8,automotivo,5989.499999999996,291156.0779999998,0.06830200318992052,0.14050706099497226
29,165f86fe8b799a708a20ee4ba125c289,cool_stuff,5905.440000000001,297061.5179999998,0.06968735425141506,0.13853510614945316
30,6f3b5b605d91b7439c5e3f5a8dffeea7,relogios_presentes,5895.090000000001,302956.60799999983,0.0710702773171148,0.13829230656997274
31,1a080577618e7fe4d9ddd8fb2b47a964,relogios_presentes,5808.887999999998,308765.4959999998,0.07243297834479484,0.13627010276800447
32,19c91ef95d509ea33eda93495c4d3481,beleza_saude,5666.831999999994,314432.3279999998,0.07376235460236602,0.13293762575711834
33,11250b0d4b709fee92441c5f34122aed,agro_industria_e_comercio,5452.500000000001,319884.8279999998,0.07504145093774474,0.12790963353787244
34,601a360bd2a916ecef0e88de72a6531a,cool_stuff,5246.589000000004,325131.4169999998,0.07627224282461101,0.12307918868662686
35,fb01a5fc09b9b9563c2ee41a22f07d54,consoles_games,5226.504,330357.9209999998,0.07749832299210156,0.12260801674905533
36,e7cc48a9daff5436f63d3aad9426f28b,telefonia,5221.799999999998,335579.7209999998,0.07872329965309754,0.1224976660995987
37,a04087ab6a96ffa041f8a2701a72b616,pcs,5094.899999999999,340674.6209999998,0.07991850697434855,0.11952073212509967
38,c4baedd846ed09b85f78a781b522f126,ferramentas_jardim,4940.6879999999965,345615.30899999983,0.08107753786202386,0.1159030887675311
39,35afc973633aaeb6b877ff57b2793310,casa_conforto,4926.207000000002,350541.5159999998,0.08223317166688714,0.11556338048632775
40,f49e985b4cb2d0543890d6dd00077663,portateis_casa_forno_e_cafe,4827.0,355368.5159999998,0.08336553260423205,0.11323609373449062
41,e53e557d5a159f5aa2c5e995dfdf244b,informatica_acessorios,4731.8579999999965,360100.37399999984,0.08447557427820408,0.11100416739720301
42,d5991653e037ccb7af6ed7d94246b249,informatica_acessorios,4665.476999999997,364765.85099999985,0.08557004370204521,0.10944694238411223
43,470433f95ba906e17efac3fce39e9ffd,informatica_acessorios,4499.835,369265.68599999987,0.08662565534043291,0.10556116383876975
44,8c591ab0ca519558779df02023177f44,ferramentas_jardim,4446.638999999997,373712.3249999999,0.08766878778420222,0.10431324437693004
45,431d674f9a4fbd0957ecf6ba3fcb6899,telefonia,4445.528999999999,378157.8539999999,0.08871165983421961,0.10428720500173941
46,af51d485dc5255ba2e18b21b550156e6,malas_acessorios,4433.462999999997,382591.31699999986,0.08975170133377708,0.104004149955748
47,7814c273ab16783d73a9863ebfa8b141,moveis_decoracao,4431.5999999999985,387022.91699999984,0.09079130579409149,0.10396044603144157
48,87feb07adc221a4c6cdf051ea1afd0ff,eletrodomesticos_2,4431.0,391453.91699999984,0.0918307695010265,0.10394637069350071
49,8c292ca193d326152e335d77176746f0,beleza_saude,4241.699999999999,395695.61699999985,0.092825825516758,0.0995056015731487
50,7c1bd920dbdf22470b68bde975dd3ccf,beleza_saude,4213.998000000001,399909.6149999999,0.09381438294896217,0.0988557432204177
51,4aa6014eceb682077f9dc4bffebc05b0,utilidades_domesticas,4192.709999999997,404102.3249999999,0.09479794645126492,0.09835635023027467
52,bee2e070c39f3dd2f6883a17a5f0da45,informatica_acessorios,4104.0,408206.3249999999,0.09576069956642207,0.09627531151571359
53,a02d0123079f4ae96001ba2010d1a2df,construcao_ferramentas_iluminacao,4065.000000000001,412271.3249999999,0.09671430371191761,0.09536041454955552
54,8ed094bfe076c568f6bb10feada3f75d,moveis_escritorio,4058.6549999999957,416329.97999999986,0.09766641939042592,0.09521156785083043
